name,link,category,subcategory,price,size,condition,color,views,interested
Veste courte,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2915721943-veste-courte,Blazers et tailleurs,Blazers,34.0,S / 36 / 8,5,BLEU,355,1.0
Veste velours Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-chemises/2914091303-veste-velours-zara,Vestes,Vestes chemises,6.0,XXXL / 46 / 18,1,KAKI,116,0.0
Boucles zara créoles pièces,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2909232477-boucles-zara-creoles-pieces,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,170,13.0
Gilet en jean sans manche Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2915276959-gilet-en-jean-sans-manche-zara,Manteaux et vestes,Vestes sans manches,15.0,S / 36 / 8,5,"BLEU, BLEU CLAIR",143,3.0
Bolso saco tachuelas negro mujer Zara,https://www.vinted.fr/mujer/bolsos/bolsos-de-hombro/2912598206-bolso-saco-tachuelas-negro-mujer-zara,Sacs,Sacs à bandoulière,18.0,,2,NOIR,471,54.0
Blouse zara,https://www.vinted.fr/enfants/filles/chemises-and-t-shirts/autre/2906122874-blouse-zara,Chemises & t-shirts,Autre,5.0,14 ANS / 158-164 CM,3,BLANC,56,0.0
Boucles zara effet soleil,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2910276865-boucles-zara-effet-soleil,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,98,9.0
Chaqueta efecto piel oversize zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/blousons-aviateur/2907020987-chaqueta-efecto-piel-oversize-zara,Vestes,Blousons aviateur,38.0,L / 40 / 12,5,NOIR,298,24.0
Precioso vestido floreado,https://www.vinted.fr/mujer/ropa/vestidos/midi/2857902661-precioso-vestido-floreado,Robes,Midi,4.0,M / 38 / 10,3,MULTICOLORE,505,0.0
robe longue maille,https://www.vinted.fr/femmes/vetements/robes/autres-robes/2884218488-robe-longue-maille,Robes,Autres robes,10.0,S / 36 / 8,3,NOIR,153,4.0
Petit gilet rouge en laine Zara,https://www.vinted.fr/femmes/vetements/sweats-and-sweats-a-capuche/cardigans/2838804618-petit-gilet-rouge-en-laine-zara,Sweats et sweats à capuche,Cardigans,12.0,L / 40 / 12,3,ROUGE,63,9.0
Manteau zara moutarde,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/manteaux/pardessus-et-manteaux-longs/2910820364-manteau-zara-moutarde,Manteaux,Pardessus et manteaux longs,8.0,XS / 34 / 6,3,MOUTARDE,132,1.0
Ensemble Zara,https://www.vinted.fr/enfants/garcons/bebe-garcon/ensembles/2917646996-ensemble-zara,Bébé garçons,Ensembles,8.0,18-24 MOIS / 86-92 CM,4,"NOIR, BLEU CLAIR",38,0.0
Chaleco Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2879700868-chaleco-zara,Manteaux et vestes,Vestes sans manches,10.0,S / 36 / 8,4,MULTICOLORE,172,18.0
Giacca Bianca,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2916202895-giacca-bianca,Blazers et tailleurs,Blazers,10.0,TAILLE UNIQUE,3,"BLANC, CRÈME",133,0.0
jean évasé,https://www.vinted.fr/femmes/vetements/jeans/jeans-evases/2821020313-jean-evase,Jeans,Jeans évasés,5.0,XS / 34 / 6,4,"BLEU, BLEU CLAIR",41,1.0
Veste courte,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2915721943-veste-courte,Blazers et tailleurs,Blazers,34.0,S / 36 / 8,5,BLEU,364,1.0
Veste velours Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-chemises/2914091303-veste-velours-zara,Vestes,Vestes chemises,6.0,XXXL / 46 / 18,1,KAKI,117,0.0
Boucles zara créoles pièces,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2909232477-boucles-zara-creoles-pieces,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,171,13.0
Gilet en jean sans manche Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2915276959-gilet-en-jean-sans-manche-zara,Manteaux et vestes,Vestes sans manches,15.0,S / 36 / 8,5,"BLEU, BLEU CLAIR",144,3.0
Bolso saco tachuelas negro mujer Zara,https://www.vinted.fr/mujer/bolsos/bolsos-de-hombro/2912598206-bolso-saco-tachuelas-negro-mujer-zara,Sacs,Sacs à bandoulière,18.0,,2,NOIR,473,54.0
Blouse zara,https://www.vinted.fr/enfants/filles/chemises-and-t-shirts/autre/2906122874-blouse-zara,Chemises & t-shirts,Autre,5.0,14 ANS / 158-164 CM,3,BLANC,57,0.0
Boucles zara effet soleil,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2910276865-boucles-zara-effet-soleil,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,99,9.0
Chaqueta efecto piel oversize zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/blousons-aviateur/2907020987-chaqueta-efecto-piel-oversize-zara,Vestes,Blousons aviateur,38.0,L / 40 / 12,5,NOIR,299,24.0
Precioso vestido floreado,https://www.vinted.fr/mujer/ropa/vestidos/midi/2857902661-precioso-vestido-floreado,Robes,Midi,4.0,M / 38 / 10,3,MULTICOLORE,508,0.0
robe longue maille,https://www.vinted.fr/femmes/vetements/robes/autres-robes/2884218488-robe-longue-maille,Robes,Autres robes,10.0,S / 36 / 8,3,NOIR,158,4.0
Petit gilet rouge en laine Zara,https://www.vinted.fr/femmes/vetements/sweats-and-sweats-a-capuche/cardigans/2838804618-petit-gilet-rouge-en-laine-zara,Sweats et sweats à capuche,Cardigans,12.0,L / 40 / 12,3,ROUGE,63,9.0
Manteau zara moutarde,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/manteaux/pardessus-et-manteaux-longs/2910820364-manteau-zara-moutarde,Manteaux,Pardessus et manteaux longs,8.0,XS / 34 / 6,3,MOUTARDE,133,1.0
Ensemble Zara,https://www.vinted.fr/enfants/garcons/bebe-garcon/ensembles/2917646996-ensemble-zara,Bébé garçons,Ensembles,8.0,18-24 MOIS / 86-92 CM,4,"NOIR, BLEU CLAIR",42,0.0
Chaleco Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2879700868-chaleco-zara,Manteaux et vestes,Vestes sans manches,10.0,S / 36 / 8,4,MULTICOLORE,174,18.0
Giacca Bianca,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2916202895-giacca-bianca,Blazers et tailleurs,Blazers,10.0,TAILLE UNIQUE,3,"BLANC, CRÈME",136,0.0
jean évasé,https://www.vinted.fr/femmes/vetements/jeans/jeans-evases/2821020313-jean-evase,Jeans,Jeans évasés,5.0,XS / 34 / 6,4,"BLEU, BLEU CLAIR",42,1.0
Veste courte,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2915721943-veste-courte,Blazers et tailleurs,Blazers,34.0,S / 36 / 8,5,BLEU,367,1.0
Veste velours Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-chemises/2914091303-veste-velours-zara,Vestes,Vestes chemises,6.0,XXXL / 46 / 18,1,KAKI,119,0.0
Boucles zara créoles pièces,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2909232477-boucles-zara-creoles-pieces,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,171,14.0
Gilet en jean sans manche Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2915276959-gilet-en-jean-sans-manche-zara,Manteaux et vestes,Vestes sans manches,15.0,S / 36 / 8,5,"BLEU, BLEU CLAIR",145,3.0
Bolso saco tachuelas negro mujer Zara,https://www.vinted.fr/mujer/bolsos/bolsos-de-hombro/2912598206-bolso-saco-tachuelas-negro-mujer-zara,Sacs,Sacs à bandoulière,18.0,,2,NOIR,473,54.0
Blouse zara,https://www.vinted.fr/enfants/filles/chemises-and-t-shirts/autre/2906122874-blouse-zara,Chemises & t-shirts,Autre,5.0,14 ANS / 158-164 CM,3,BLANC,57,0.0
Boucles zara effet soleil,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2910276865-boucles-zara-effet-soleil,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,102,9.0
Chaqueta efecto piel oversize zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/blousons-aviateur/2907020987-chaqueta-efecto-piel-oversize-zara,Vestes,Blousons aviateur,38.0,L / 40 / 12,5,NOIR,302,24.0
Precioso vestido floreado,https://www.vinted.fr/mujer/ropa/vestidos/midi/2857902661-precioso-vestido-floreado,Robes,Midi,4.0,M / 38 / 10,3,MULTICOLORE,510,0.0
robe longue maille,https://www.vinted.fr/femmes/vetements/robes/autres-robes/2884218488-robe-longue-maille,Robes,Autres robes,10.0,S / 36 / 8,3,NOIR,165,4.0
Petit gilet rouge en laine Zara,https://www.vinted.fr/femmes/vetements/sweats-and-sweats-a-capuche/cardigans/2838804618-petit-gilet-rouge-en-laine-zara,Sweats et sweats à capuche,Cardigans,12.0,L / 40 / 12,3,ROUGE,63,9.0
Manteau zara moutarde,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/manteaux/pardessus-et-manteaux-longs/2910820364-manteau-zara-moutarde,Manteaux,Pardessus et manteaux longs,8.0,XS / 34 / 6,3,MOUTARDE,134,1.0
Ensemble Zara,https://www.vinted.fr/enfants/garcons/bebe-garcon/ensembles/2917646996-ensemble-zara,Bébé garçons,Ensembles,8.0,18-24 MOIS / 86-92 CM,4,"NOIR, BLEU CLAIR",44,0.0
Chaleco Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2879700868-chaleco-zara,Manteaux et vestes,Vestes sans manches,10.0,S / 36 / 8,4,MULTICOLORE,177,18.0
Giacca Bianca,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2916202895-giacca-bianca,Blazers et tailleurs,Blazers,10.0,TAILLE UNIQUE,3,"BLANC, CRÈME",139,0.0
jean évasé,https://www.vinted.fr/femmes/vetements/jeans/jeans-evases/2821020313-jean-evase,Jeans,Jeans évasés,5.0,XS / 34 / 6,4,"BLEU, BLEU CLAIR",42,1.0
Veste courte,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2915721943-veste-courte,Blazers et tailleurs,Blazers,34.0,S / 36 / 8,5,BLEU,370,1.0
Veste velours Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-chemises/2914091303-veste-velours-zara,Vestes,Vestes chemises,6.0,XXXL / 46 / 18,1,KAKI,119,0.0
Boucles zara créoles pièces,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2909232477-boucles-zara-creoles-pieces,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,176,14.0
Gilet en jean sans manche Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2915276959-gilet-en-jean-sans-manche-zara,Manteaux et vestes,Vestes sans manches,15.0,S / 36 / 8,5,"BLEU, BLEU CLAIR",150,3.0
Bolso saco tachuelas negro mujer Zara,https://www.vinted.fr/mujer/bolsos/bolsos-de-hombro/2912598206-bolso-saco-tachuelas-negro-mujer-zara,Sacs,Sacs à bandoulière,18.0,,2,NOIR,475,54.0
Blouse zara,https://www.vinted.fr/enfants/filles/chemises-and-t-shirts/autre/2906122874-blouse-zara,Chemises & t-shirts,Autre,5.0,14 ANS / 158-164 CM,3,BLANC,57,0.0
Boucles zara effet soleil,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2910276865-boucles-zara-effet-soleil,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,103,9.0
Chaqueta efecto piel oversize zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/blousons-aviateur/2907020987-chaqueta-efecto-piel-oversize-zara,Vestes,Blousons aviateur,38.0,L / 40 / 12,5,NOIR,302,24.0
Precioso vestido floreado,https://www.vinted.fr/mujer/ropa/vestidos/midi/2857902661-precioso-vestido-floreado,Robes,Midi,4.0,M / 38 / 10,3,MULTICOLORE,512,0.0
robe longue maille,https://www.vinted.fr/femmes/vetements/robes/autres-robes/2884218488-robe-longue-maille,Robes,Autres robes,10.0,S / 36 / 8,3,NOIR,167,4.0
Petit gilet rouge en laine Zara,https://www.vinted.fr/femmes/vetements/sweats-and-sweats-a-capuche/cardigans/2838804618-petit-gilet-rouge-en-laine-zara,Sweats et sweats à capuche,Cardigans,12.0,L / 40 / 12,3,ROUGE,65,9.0
Manteau zara moutarde,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/manteaux/pardessus-et-manteaux-longs/2910820364-manteau-zara-moutarde,Manteaux,Pardessus et manteaux longs,8.0,XS / 34 / 6,3,MOUTARDE,137,1.0
Ensemble Zara,https://www.vinted.fr/enfants/garcons/bebe-garcon/ensembles/2917646996-ensemble-zara,Bébé garçons,Ensembles,8.0,18-24 MOIS / 86-92 CM,4,"NOIR, BLEU CLAIR",45,0.0
Chaleco Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2879700868-chaleco-zara,Manteaux et vestes,Vestes sans manches,10.0,S / 36 / 8,4,MULTICOLORE,178,18.0
Giacca Bianca,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2916202895-giacca-bianca,Blazers et tailleurs,Blazers,10.0,TAILLE UNIQUE,3,"BLANC, CRÈME",141,0.0
jean évasé,https://www.vinted.fr/femmes/vetements/jeans/jeans-evases/2821020313-jean-evase,Jeans,Jeans évasés,5.0,XS / 34 / 6,4,"BLEU, BLEU CLAIR",44,1.0
Veste courte,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2915721943-veste-courte,Blazers et tailleurs,Blazers,34.0,S / 36 / 8,5,BLEU,379,1.0
Veste velours Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-chemises/2914091303-veste-velours-zara,Vestes,Vestes chemises,6.0,XXXL / 46 / 18,1,KAKI,120,0.0
Boucles zara créoles pièces,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2909232477-boucles-zara-creoles-pieces,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,179,14.0
Gilet en jean sans manche Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2915276959-gilet-en-jean-sans-manche-zara,Manteaux et vestes,Vestes sans manches,15.0,S / 36 / 8,5,"BLEU, BLEU CLAIR",152,3.0
Bolso saco tachuelas negro mujer Zara,https://www.vinted.fr/mujer/bolsos/bolsos-de-hombro/2912598206-bolso-saco-tachuelas-negro-mujer-zara,Sacs,Sacs à bandoulière,18.0,,2,NOIR,477,54.0
Blouse zara,https://www.vinted.fr/enfants/filles/chemises-and-t-shirts/autre/2906122874-blouse-zara,Chemises & t-shirts,Autre,5.0,14 ANS / 158-164 CM,3,BLANC,59,0.0
Boucles zara effet soleil,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2910276865-boucles-zara-effet-soleil,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,104,9.0
Chaqueta efecto piel oversize zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/blousons-aviateur/2907020987-chaqueta-efecto-piel-oversize-zara,Vestes,Blousons aviateur,38.0,L / 40 / 12,5,NOIR,303,24.0
Precioso vestido floreado,https://www.vinted.fr/mujer/ropa/vestidos/midi/2857902661-precioso-vestido-floreado,Robes,Midi,4.0,M / 38 / 10,3,MULTICOLORE,513,0.0
robe longue maille,https://www.vinted.fr/femmes/vetements/robes/autres-robes/2884218488-robe-longue-maille,Robes,Autres robes,10.0,S / 36 / 8,3,NOIR,168,4.0
Petit gilet rouge en laine Zara,https://www.vinted.fr/femmes/vetements/sweats-and-sweats-a-capuche/cardigans/2838804618-petit-gilet-rouge-en-laine-zara,Sweats et sweats à capuche,Cardigans,12.0,L / 40 / 12,3,ROUGE,69,9.0
Manteau zara moutarde,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/manteaux/pardessus-et-manteaux-longs/2910820364-manteau-zara-moutarde,Manteaux,Pardessus et manteaux longs,8.0,XS / 34 / 6,3,MOUTARDE,139,1.0
Ensemble Zara,https://www.vinted.fr/enfants/garcons/bebe-garcon/ensembles/2917646996-ensemble-zara,Bébé garçons,Ensembles,8.0,18-24 MOIS / 86-92 CM,4,"NOIR, BLEU CLAIR",48,0.0
Chaleco Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2879700868-chaleco-zara,Manteaux et vestes,Vestes sans manches,10.0,S / 36 / 8,4,MULTICOLORE,179,18.0
Giacca Bianca,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2916202895-giacca-bianca,Blazers et tailleurs,Blazers,10.0,TAILLE UNIQUE,3,"BLANC, CRÈME",144,0.0
jean évasé,https://www.vinted.fr/femmes/vetements/jeans/jeans-evases/2821020313-jean-evase,Jeans,Jeans évasés,5.0,XS / 34 / 6,4,"BLEU, BLEU CLAIR",45,1.0
Veste courte,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2915721943-veste-courte,Blazers et tailleurs,Blazers,34.0,S / 36 / 8,5,BLEU,381,1.0
Veste velours Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-chemises/2914091303-veste-velours-zara,Vestes,Vestes chemises,6.0,XXXL / 46 / 18,1,KAKI,120,0.0
Boucles zara créoles pièces,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2909232477-boucles-zara-creoles-pieces,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,184,14.0
Gilet en jean sans manche Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2915276959-gilet-en-jean-sans-manche-zara,Manteaux et vestes,Vestes sans manches,15.0,S / 36 / 8,5,"BLEU, BLEU CLAIR",153,3.0
Bolso saco tachuelas negro mujer Zara,https://www.vinted.fr/mujer/bolsos/bolsos-de-hombro/2912598206-bolso-saco-tachuelas-negro-mujer-zara,Sacs,Sacs à bandoulière,18.0,,2,NOIR,480,54.0
Blouse zara,https://www.vinted.fr/enfants/filles/chemises-and-t-shirts/autre/2906122874-blouse-zara,Chemises & t-shirts,Autre,5.0,14 ANS / 158-164 CM,3,BLANC,61,0.0
Boucles zara effet soleil,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2910276865-boucles-zara-effet-soleil,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,106,9.0
Chaqueta efecto piel oversize zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/blousons-aviateur/2907020987-chaqueta-efecto-piel-oversize-zara,Vestes,Blousons aviateur,38.0,L / 40 / 12,5,NOIR,306,24.0
Precioso vestido floreado,https://www.vinted.fr/mujer/ropa/vestidos/midi/2857902661-precioso-vestido-floreado,Robes,Midi,4.0,M / 38 / 10,3,MULTICOLORE,514,0.0
robe longue maille,https://www.vinted.fr/femmes/vetements/robes/autres-robes/2884218488-robe-longue-maille,Robes,Autres robes,10.0,S / 36 / 8,3,NOIR,168,4.0
Petit gilet rouge en laine Zara,https://www.vinted.fr/femmes/vetements/sweats-and-sweats-a-capuche/cardigans/2838804618-petit-gilet-rouge-en-laine-zara,Sweats et sweats à capuche,Cardigans,12.0,L / 40 / 12,3,ROUGE,70,9.0
Manteau zara moutarde,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/manteaux/pardessus-et-manteaux-longs/2910820364-manteau-zara-moutarde,Manteaux,Pardessus et manteaux longs,8.0,XS / 34 / 6,3,MOUTARDE,140,1.0
Ensemble Zara,https://www.vinted.fr/enfants/garcons/bebe-garcon/ensembles/2917646996-ensemble-zara,Bébé garçons,Ensembles,8.0,18-24 MOIS / 86-92 CM,4,"NOIR, BLEU CLAIR",52,0.0
Chaleco Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2879700868-chaleco-zara,Manteaux et vestes,Vestes sans manches,10.0,S / 36 / 8,4,MULTICOLORE,183,18.0
Giacca Bianca,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2916202895-giacca-bianca,Blazers et tailleurs,Blazers,10.0,TAILLE UNIQUE,3,"BLANC, CRÈME",146,0.0
jean évasé,https://www.vinted.fr/femmes/vetements/jeans/jeans-evases/2821020313-jean-evase,Jeans,Jeans évasés,5.0,XS / 34 / 6,4,"BLEU, BLEU CLAIR",47,1.0
Veste courte,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2915721943-veste-courte,Blazers et tailleurs,Blazers,34.0,S / 36 / 8,5,BLEU,383,1.0
Veste velours Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-chemises/2914091303-veste-velours-zara,Vestes,Vestes chemises,6.0,XXXL / 46 / 18,1,KAKI,122,0.0
Boucles zara créoles pièces,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2909232477-boucles-zara-creoles-pieces,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,187,14.0
Gilet en jean sans manche Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2915276959-gilet-en-jean-sans-manche-zara,Manteaux et vestes,Vestes sans manches,15.0,S / 36 / 8,5,"BLEU, BLEU CLAIR",155,3.0
Bolso saco tachuelas negro mujer Zara,https://www.vinted.fr/mujer/bolsos/bolsos-de-hombro/2912598206-bolso-saco-tachuelas-negro-mujer-zara,Sacs,Sacs à bandoulière,18.0,,2,NOIR,483,54.0
Blouse zara,https://www.vinted.fr/enfants/filles/chemises-and-t-shirts/autre/2906122874-blouse-zara,Chemises & t-shirts,Autre,5.0,14 ANS / 158-164 CM,3,BLANC,62,0.0
Boucles zara effet soleil,https://www.vinted.fr/femmes/accessoires/bijoux/boucles-doreilles/2910276865-boucles-zara-effet-soleil,Bijoux,Boucles d'oreilles,10.0,,3,DORÉ,108,9.0
Chaqueta efecto piel oversize zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/blousons-aviateur/2907020987-chaqueta-efecto-piel-oversize-zara,Vestes,Blousons aviateur,38.0,L / 40 / 12,5,NOIR,309,24.0
Precioso vestido floreado,https://www.vinted.fr/mujer/ropa/vestidos/midi/2857902661-precioso-vestido-floreado,Robes,Midi,4.0,M / 38 / 10,3,MULTICOLORE,517,0.0
robe longue maille,https://www.vinted.fr/femmes/vetements/robes/autres-robes/2884218488-robe-longue-maille,Robes,Autres robes,10.0,S / 36 / 8,3,NOIR,169,4.0
Petit gilet rouge en laine Zara,https://www.vinted.fr/femmes/vetements/sweats-and-sweats-a-capuche/cardigans/2838804618-petit-gilet-rouge-en-laine-zara,Sweats et sweats à capuche,Cardigans,12.0,L / 40 / 12,3,ROUGE,73,9.0
Manteau zara moutarde,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/manteaux/pardessus-et-manteaux-longs/2910820364-manteau-zara-moutarde,Manteaux,Pardessus et manteaux longs,8.0,XS / 34 / 6,3,MOUTARDE,141,1.0
Ensemble Zara,https://www.vinted.fr/enfants/garcons/bebe-garcon/ensembles/2917646996-ensemble-zara,Bébé garçons,Ensembles,8.0,18-24 MOIS / 86-92 CM,4,"NOIR, BLEU CLAIR",56,0.0
Chaleco Zara,https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes-sans-manches/2879700868-chaleco-zara,Manteaux et vestes,Vestes sans manches,10.0,S / 36 / 8,4,MULTICOLORE,184,18.0
Giacca Bianca,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2916202895-giacca-bianca,Blazers et tailleurs,Blazers,10.0,TAILLE UNIQUE,3,"BLANC, CRÈME",149,0.0
jean évasé,https://www.vinted.fr/femmes/vetements/jeans/jeans-evases/2821020313-jean-evase,Jeans,Jeans évasés,5.0,XS / 34 / 6,4,"BLEU, BLEU CLAIR",50,1.0
Veste courte,https://www.vinted.fr/femmes/vetements/blazers-and-tailleurs-532/2915721943-veste-courte,Blazers et tailleurs,Blazers,34.0,S / 36 / 8,5,BLEU,385,1.0
